"","venn_group","closestgene","comparison","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","ranges","cell_type","distance","Regulation"
"119","DG","Mir9-3hg","24hrvs1hr_PTZ",171,5.67462103408863e-10,-1.83863135149778,0.027,0.098,9.39564028477157e-05,"chr7-79486279-79487211","ExcitatoryNeuronsMatureDG",12814,"Down"
"120","DG","Gm17226","24hrvs1hr_PTZ",172,6.37650167245186e-10,1.58154119883642,0.116,0.04,0.000105577651141287,"chr9-55540558-55541463","ExcitatoryNeuronsMatureDG",0,"Up"
"121","DG","Zfp189","24hrvs1hr_PTZ",173,6.55170864506149e-10,-1.63997430421204,0.037,0.105,0.000108478605548877,"chr4-49522349-49523224","ExcitatoryNeuronsMatureDG",0,"Down"
"122","DG","Tbc1d32","24hrvs1hr_PTZ",174,7.04075330677835e-10,1.39718907141375,0.13,0.048,0.000116575864726321,"chr10-55851009-55851941","ExcitatoryNeuronsMatureDG",162351,"Up"
"123","DG","Samd12","24hrvs1hr_PTZ",175,1.07969261363196e-09,-2.35093709663102,0.014,0.067,0.000178767945116884,"chr15-53896667-53897528","ExcitatoryNeuronsMatureDG",0,"Down"
"124","DG","Noct","24hrvs1hr_PTZ",176,1.32697220018314e-09,-1.68558877389919,0.035,0.099,0.000219710768100923,"chr3-51195150-51196109","ExcitatoryNeuronsMatureDG",28337,"Down"
"125","DG","Gm29456","24hrvs1hr_PTZ",177,2.92808929951781e-09,1.6824204445837,0.094,0.031,0.000484812529589062,"chr1-119223599-119224474","ExcitatoryNeuronsMatureDG",80871,"Up"
"126","DG","Trhr2","24hrvs1hr_PTZ",178,5.10073279918543e-09,-2.40996318511841,0.012,0.063,0.00084454363175953,"chr8-122355735-122356660","ExcitatoryNeuronsMatureDG",306,"Down"
"127","DG","Mapk12","24hrvs1hr_PTZ",179,6.81533431622552e-09,-2.35712081162644,0.012,0.059,0.00112843534874041,"chr15-89137268-89138093","ExcitatoryNeuronsMatureDG",0,"Down"
"128","DG","Ccnd3","24hrvs1hr_PTZ",180,8.3872515741159e-09,-1.36555735638873,0.048,0.118,0.00138870240488109,"chr17-47510856-47511751","ExcitatoryNeuronsMatureDG",0,"Down"
"129","DG","1700023F06Rik","24hrvs1hr_PTZ",181,8.82786433173839e-09,-2.40390103690778,0.011,0.057,0.00146165598099892,"chr11-103205891-103206816","ExcitatoryNeuronsMatureDG",0,"Down"
"130","DG","Prkcb","24hrvs1hr_PTZ",182,9.46252807811658e-09,-2.15123420201979,0.016,0.068,0.001566739161478,"chr7-122584269-122585279","ExcitatoryNeuronsMatureDG",0,"Down"
"131","DG","Meis1","24hrvs1hr_PTZ",183,1.15761943429904e-08,1.48949941578889,0.106,0.038,0.00191670522595195,"chr11-19020113-19020956","ExcitatoryNeuronsMatureDG",1127,"Up"
"132","DG","Gm28826","24hrvs1hr_PTZ",184,1.16164324359264e-08,-2.53990637518643,0.01,0.053,0.00192336756771365,"chr1-47192759-47193703","ExcitatoryNeuronsMatureDG",3687,"Down"
"133","DG","Gnas","24hrvs1hr_PTZ",185,1.46004225084407e-08,1.46683052083499,0.108,0.038,0.00241743575599006,"chr2-174295051-174295954","ExcitatoryNeuronsMatureDG",0,"Up"
"134","DG","Sfxn1","24hrvs1hr_PTZ",186,1.62413715901474e-08,-1.97406182283913,0.019,0.071,0.00268913261829547,"chr13-54100813-54101737","ExcitatoryNeuronsMatureDG",0,"Down"
"135","DG","Gm37240","24hrvs1hr_PTZ",187,1.88207971974266e-08,-1.69530303258442,0.028,0.086,0.00311621585436951,"chr3-85553439-85554389","ExcitatoryNeuronsMatureDG",0,"Down"
"136","DG","Psmb5","24hrvs1hr_PTZ",188,1.90312510117581e-08,-1.43076307806936,0.042,0.105,0.00315106132376983,"chr14-54610409-54611326","ExcitatoryNeuronsMatureDG",2792,"Down"
"137","DG","Wipf3","24hrvs1hr_PTZ",189,2.3476342819343e-08,-1.31845994689971,0.051,0.122,0.00388704850962708,"chr6-54475964-54476893","ExcitatoryNeuronsMatureDG",0,"Down"
"138","DG","Gdap2","24hrvs1hr_PTZ",190,2.55494589386941e-08,-2.14991164179018,0.015,0.06,0.00423030056485641,"chr3-100201394-100202173","ExcitatoryNeuronsMatureDG",0,"Down"
"139","DG","Gm30371","24hrvs1hr_PTZ",191,2.88119088845048e-08,-1.45009339444302,0.04,0.103,0.00477047418973411,"chr16-8993282-8994208","ExcitatoryNeuronsMatureDG",23381,"Down"
"140","DG","Col6a4","24hrvs1hr_PTZ",192,3.17132961441004e-08,-1.75921564216357,0.025,0.081,0.00525086558246714,"chr9-106080027-106080996","ExcitatoryNeuronsMatureDG",0,"Down"
"141","DG","Asic2","24hrvs1hr_PTZ",194,3.45543876554979e-08,-2.27041051314732,0.012,0.057,0.00572127362728375,"chr11-81091875-81092728","ExcitatoryNeuronsMatureDG",0,"Down"
"142","DG","Fam155a","24hrvs1hr_PTZ",195,3.58169406024213e-08,-2.4644763289637,0.01,0.054,0.00593031830636471,"chr8-9453533-9454390","ExcitatoryNeuronsMatureDG",0,"Down"
"143","DG","Lrp1b","24hrvs1hr_PTZ",196,4.22020159134149e-08,1.87318002694359,0.071,0.019,0.00698751438083184,"chr2-40456089-40457034","ExcitatoryNeuronsMatureDG",138211,"Up"
"144","DG","Ddrgk1","24hrvs1hr_PTZ",197,4.3130159553717e-08,-1.40068925346588,0.043,0.106,0.00714118990778759,"chr2-130657340-130658192","ExcitatoryNeuronsMatureDG",0,"Down"
"145","DG","Gabrg3","24hrvs1hr_PTZ",198,5.1595284632273e-08,2.0505870331905,0.062,0.016,0.00854278606241934,"chr7-56940634-56941594","ExcitatoryNeuronsMatureDG",0,"Up"
"146","DG","Mbd5","24hrvs1hr_PTZ",199,5.45743074101852e-08,-1.59393723290072,0.031,0.086,0.00903603180082659,"chr2-49379060-49380021","ExcitatoryNeuronsMatureDG",53654,"Down"
"147","DG","Ksr1","24hrvs1hr_PTZ",200,6.52903774072541e-08,-1.77432439969049,0.023,0.076,0.0108103236584513,"chr11-79171755-79172676","ExcitatoryNeuronsMatureDG",25347,"Down"
"148","DG","Gm48276","24hrvs1hr_PTZ",201,7.92095584257706e-08,-2.34182778580318,0.01,0.053,0.0131149642172301,"chr10-76730009-76730934","ExcitatoryNeuronsMatureDG",0,"Down"
"149","DG","Nectin2","24hrvs1hr_PTZ",202,8.16538279746898e-08,0.804489380394078,0.231,0.136,0.0135196692592533,"chr7-19749216-19750115","ExcitatoryNeuronsMatureDG",0,"Up"
"150","DG","2610307P16Rik","24hrvs1hr_PTZ",204,8.83316541221274e-08,2.09167190203574,0.059,0.014,0.014625336967963,"chr13-28777471-28778334","ExcitatoryNeuronsMatureDG",0,"Up"
"151","DG","Atp7a","24hrvs1hr_PTZ",206,9.47729194193586e-08,1.09217845844376,0.148,0.066,0.0156918365870215,"chrX-106026745-106027673","ExcitatoryNeuronsMatureDG",0,"Up"
"152","DG","4930415C11Rik","24hrvs1hr_PTZ",207,9.52383471138145e-08,-1.03772252195205,0.083,0.155,0.0157688988466756,"chr13-59073380-59074351","ExcitatoryNeuronsMatureDG",0,"Down"
"153","DG","Ifrd1","24hrvs1hr_PTZ",208,1.05836681786121e-07,-1.97940220365951,0.017,0.064,0.0175236969133734,"chr12-40262834-40263686","ExcitatoryNeuronsMatureDG",14329,"Down"
"154","DG","Cxcl12","24hrvs1hr_PTZ",209,1.06868028228935e-07,-1.37663410059157,0.041,0.102,0.0176944600379494,"chr6-117218585-117219561","ExcitatoryNeuronsMatureDG",37217,"Down"
"155","DG","Dll4","24hrvs1hr_PTZ",210,1.14200957448583e-07,1.35594473211108,0.108,0.042,0.0189085951276342,"chr2-119336186-119337027","ExcitatoryNeuronsMatureDG",223,"Up"
"156","DG","Insm1","24hrvs1hr_PTZ",211,1.1569099495922e-07,1.07302418524347,0.152,0.072,0.0191553051083829,"chr2-146221608-146222498","ExcitatoryNeuronsMatureDG",0,"Up"
"157","DG","Unc80","24hrvs1hr_PTZ",212,1.43525565572771e-07,-2.07983969608552,0.015,0.058,0.0237639584685803,"chr1-66552118-66553046","ExcitatoryNeuronsMatureDG",0,"Down"
"158","DG","Mrps21","24hrvs1hr_PTZ",213,1.45533318312254e-07,-1.10495162390103,0.069,0.138,0.0240963881129148,"chr3-95864717-95865665","ExcitatoryNeuronsMatureDG",0,"Down"
"159","DG","Scaf11","24hrvs1hr_PTZ",214,1.47268028093885e-07,-1.5154100585079,0.033,0.087,0.0243836092155888,"chr15-96408495-96409461","ExcitatoryNeuronsMatureDG",2237,"Down"
"160","DG","Gm21060","24hrvs1hr_PTZ",215,1.48659657612673e-07,-0.651264239074212,0.208,0.302,0.0246140254899032,"chr19-61266374-61267259","ExcitatoryNeuronsMatureDG",29642,"Down"
"161","DG","Mt1","24hrvs1hr_PTZ",216,1.55984905823878e-07,-1.05497010017735,0.076,0.151,0.025826888811977,"chr8-94178646-94179554","ExcitatoryNeuronsMatureDG",0,"Down"
"162","DG","Tacc1","24hrvs1hr_PTZ",217,1.6245296513534e-07,-1.6017991936768,0.028,0.082,0.0268978247963536,"chr8-25138979-25139944","ExcitatoryNeuronsMatureDG",14607,"Down"
"163","DG","Myh9","24hrvs1hr_PTZ",218,1.66174667330787e-07,-1.50193787725162,0.033,0.092,0.0275140381939604,"chr15-77784136-77785098","ExcitatoryNeuronsMatureDG",0,"Down"
"164","DG","Olfr419","24hrvs1hr_PTZ",219,1.83971490477671e-07,1.65134882431812,0.074,0.024,0.0304607115928595,"chr1-174250015-174250974","ExcitatoryNeuronsMatureDG",0,"Up"
"165","DG","Clta","24hrvs1hr_PTZ",220,1.84563507528782e-07,-1.55952277593875,0.031,0.082,0.030558733632063,"chr4-44028193-44029050","ExcitatoryNeuronsMatureDG",0,"Down"
"166","DG","Dnah9","24hrvs1hr_PTZ",221,1.90890096793005e-07,-1.42378375332068,0.036,0.096,0.0316062459963082,"chr11-66072601-66073578","ExcitatoryNeuronsMatureDG",0,"Down"
"167","DG","Lynx1","24hrvs1hr_PTZ",222,1.92263517012438e-07,-1.40896953250703,0.037,0.095,0.0318336473023004,"chr15-74748968-74749923","ExcitatoryNeuronsMatureDG",0,"Down"
"168","DG","Gm36855","24hrvs1hr_PTZ",223,2.08563576270163e-07,-1.43481180171961,0.037,0.092,0.0345324970137796,"chr9-43536939-43537851","ExcitatoryNeuronsMatureDG",15934,"Down"
"169","DG","Gm26740","24hrvs1hr_PTZ",224,2.16869721019959e-07,2.17820176585745,0.053,0.012,0.0359077703184376,"chr10-22282755-22283688","ExcitatoryNeuronsMatureDG",0,"Up"
"170","DG","Tmprss15","24hrvs1hr_PTZ",225,2.45654120279508e-07,1.55750183426854,0.084,0.029,0.040673689657039,"chr16-79449530-79450483","ExcitatoryNeuronsMatureDG",358432,"Up"
"171","DG","Gm6657","24hrvs1hr_PTZ",226,2.82199525601012e-07,1.44386023616202,0.088,0.033,0.0467246220523363,"chr12-77976720-77977645","ExcitatoryNeuronsMatureDG",216596,"Up"
"172","DG","Zbtb16","24hrvs1hr_PTZ",227,2.95216972238544e-07,-1.34776779520528,0.042,0.102,0.0488799597444524,"chr9-48723300-48724288","ExcitatoryNeuronsMatureDG",0,"Down"
"173","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",15,3.57683174488175e-20,-0.764777449902513,0.313,0.459,5.92226762495307e-15,"chr2-78021505-78022372","ExcitatoryNeuronsCA1",28804,"Down"
"174","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",22,3.17807196994975e-14,-0.723899561521686,0.257,0.373,5.26202910280489e-09,"chr2-78003922-78004922","ExcitatoryNeuronsCA1",46254,"Down"
"175","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",26,1.79582918217048e-09,-0.944543492873064,0.096,0.176,0.000297340825179514,"chr2-78010459-78011213","ExcitatoryNeuronsCA1",39963,"Down"
"176","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",36,3.89446997502542e-08,-0.6740230641311,0.166,0.243,0.00644819077174884,"chr2-78025644-78026476","ExcitatoryNeuronsCA1",24700,"Down"
"177","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",101,1.24416327148824e-18,-1.5427765660325,0.126,0.335,2.05999845350122e-13,"chr2-78010459-78011213","ExcitatoryNeuronsCA3",39963,"Down"
"178","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",102,8.85879447075144e-18,-0.860000524108914,0.381,0.587,1.46677717690573e-12,"chr2-78003922-78004922","ExcitatoryNeuronsCA3",46254,"Down"
"179","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",104,7.5412083425725e-16,-0.903332281754737,0.328,0.526,1.24862048890476e-10,"chr2-78021505-78022372","ExcitatoryNeuronsCA3",28804,"Down"
"180","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",109,2.89318223615951e-09,-1.25476861604698,0.099,0.225,0.000479032862387638,"chr2-78026599-78027293","ExcitatoryNeuronsCA3",23883,"Down"
"181","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",115,5.61990573616225e-08,-1.00540725339299,0.132,0.268,0.00930504652453593,"chr2-78009583-78010377","ExcitatoryNeuronsCA3",40799,"Down"
"182","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",116,7.45295313163632e-08,-0.932404830436171,0.161,0.286,0.0123400780886442,"chr2-78025644-78026476","ExcitatoryNeuronsCA3",24700,"Down"
"183","CA1_CA3","4930440I19Rik","24hrvs1hr_PTZ",157,1.07378206558134e-08,-1.18864951514586,0.135,0.281,0.00177789317944499,"chr2-78003922-78004922","ExcitatoryNeuronsImmatureDG",46254,"Down"
"184","CA3","Akr1e1","24hrvs1hr_PTZ",107,3.61624851333962e-10,1.30005640185894,0.229,0.101,5.98753115099181e-05,"chr13-4608723-4609626","ExcitatoryNeuronsCA3",0,"Up"
"185","CA3","Slit2","24hrvs1hr_PTZ",113,3.17471281439051e-08,1.7407203487209,0.117,0.04,0.00525646724817079,"chr5-48129582-48130502","ExcitatoryNeuronsCA3",0,"Up"
"186","CA3","Gm26917","24hrvs1hr_PTZ",117,9.17884524000556e-08,0.399938454702865,0.795,0.7,0.0151976894292344,"chr17-39845560-39846509","ExcitatoryNeuronsCA3",0,"Up"
"187","CA3","Gm10800","24hrvs1hr_PTZ",120,2.31534018719485e-07,-0.296018797656256,0.769,0.828,0.0383357820814413,"chr2-98666640-98667361","ExcitatoryNeuronsCA3",0,"Down"
"188","CA3","Immp2l","24hrvs1hr_PTZ",121,2.97119379782317e-07,2.95896118085013,0.053,0.006,0.0491949470686975,"chr12-41305004-41305853","ExcitatoryNeuronsCA3",0,"Up"
"189","CA1","Gm15726","24hrvs1hr_PTZ",21,1.74286683014538e-14,-1.53992655660826,0.052,0.138,2.88571689667661e-09,"chrX-169978836-169979679","ExcitatoryNeuronsCA1",0,"Down"
"190","CA1","Gm45843","24hrvs1hr_PTZ",28,7.41294658534172e-09,-1.32104894232393,0.041,0.102,0.00122738380497478,"chr8-104564659-104565546","ExcitatoryNeuronsCA1",7671,"Down"
"191","CA1","1600014C10Rik","24hrvs1hr_PTZ",30,1.01819802373471e-08,-0.467994583640376,0.327,0.436,0.00168586101383827,"chr7-38200572-38201429","ExcitatoryNeuronsCA1",3003,"Down"
"192","CA1","Efcab5","24hrvs1hr_PTZ",33,2.51101048542559e-08,-1.16298860289757,0.052,0.113,0.00415755539103371,"chr11-77174258-77175226","ExcitatoryNeuronsCA1",0,"Down"
"193","CA1","Gm39043","24hrvs1hr_PTZ",34,3.18910469168817e-08,-1.58488717116951,0.025,0.071,0.00528029631116885,"chr7-83826406-83827420","ExcitatoryNeuronsCA1",0,"Down"
"194","CA1","4930542D17Rik","24hrvs1hr_PTZ",35,3.74275848619078e-08,-1.38724101850665,0.033,0.086,0.00619699750834066,"chr16-50672998-50673973","ExcitatoryNeuronsCA1",18831,"Down"
"195","CA1","P4ha2","24hrvs1hr_PTZ",37,3.99268599854876e-08,-0.918837648683188,0.084,0.157,0.00661080998837714,"chr11-54112628-54113553","ExcitatoryNeuronsCA1",0,"Down"
"196","CA1","Papola","24hrvs1hr_PTZ",38,8.26443011466687e-08,-1.70297658475243,0.02,0.061,0.0136836648737574,"chr12-105832354-105833147","ExcitatoryNeuronsCA1",0,"Down"
"197","CA1","Gm13441","24hrvs1hr_PTZ",39,1.24826799215445e-07,-1.20548373741776,0.044,0.096,0.0206679476264989,"chr2-31876185-31877175","ExcitatoryNeuronsCA1",9758,"Down"
"198","CA1","Fhit","24hrvs1hr_PTZ",40,1.47360814400499e-07,1.37202634018337,0.076,0.029,0.0243989721227338,"chr14-10531645-10532596","ExcitatoryNeuronsCA1",0,"Up"
"199","CA1","Gm34804","24hrvs1hr_PTZ",41,2.16858637903109e-07,-1.16232157812394,0.045,0.099,0.0359059352535314,"chr18-5944662-5945611","ExcitatoryNeuronsCA1",0,"Down"
"200","CA1","Serpina9","24hrvs1hr_PTZ",42,2.32335389369254e-07,-1.25119910926816,0.037,0.088,0.0384684674240354,"chr12-103992590-103993475","ExcitatoryNeuronsCA1",1267,"Down"
"201","Shared","Cwc22","24hrvs1hr_SAL",55,4.27740276529138e-08,0.425618162087204,0.538,0.41,0.0070822240805759,"chr2-77881108-77882033","ExcitatoryNeuronsCA1",0,"Up"
"202","Shared","Cwc22","24hrvs1hr_SAL",124,4.00448090884605e-09,0.820303751298568,0.452,0.277,0.000663033917520367,"chr2-77881108-77882033","ExcitatoryNeuronsCA3",0,"Up"
"203","Shared","Cwc22","24hrvs1hr_SAL",229,5.66032402366414e-09,0.721844033916691,0.515,0.341,0.000937196829570143,"chr2-77897231-77898068","ExcitatoryNeuronsMatureDG",0,"Up"
"204","CA1_DG","Gm21860","24hrvs1hr_SAL",51,1.93156029956761e-08,-0.774260751732504,0.17,0.263,0.00319814233480308,"chrY-90739630-90740700","ExcitatoryNeuronsCA1",11726,"Down"
"205","CA1_DG","Gm21860","24hrvs1hr_SAL",231,1.03278095091554e-07,-1.78837475980524,0.041,0.13,0.0171000640385939,"chrY-90738881-90739581","ExcitatoryNeuronsMatureDG",12845,"Down"
"206","DG","Gm33838","24hrvs1hr_SAL",228,6.68990869597389e-10,-0.73869802111711,0.354,0.508,0.000110766825251849,"chr9-35304951-35305862","ExcitatoryNeuronsMatureDG",0,"Down"
"207","DG","Gm10800","24hrvs1hr_SAL",230,6.12196158103829e-09,-0.46634578808506,0.646,0.698,0.00101363154485725,"chr2-98666640-98667361","ExcitatoryNeuronsMatureDG",0,"Down"
"208","DG","Usp22","24hrvs1hr_SAL",232,2.34485778256681e-07,0.859981672009845,0.352,0.201,0.0388245137632935,"chr11-61174765-61175652","ExcitatoryNeuronsMatureDG",0,"Up"
"209","CA1_CA3","Gm15726","24hrvs1hr_SAL",43,2.84148667952089e-20,-1.71410439187991,0.07,0.21,4.70473473988313e-15,"chrX-169978836-169979679","ExcitatoryNeuronsCA1",0,"Down"
"210","CA1_CA3","Gm15726","24hrvs1hr_SAL",125,4.66940593571208e-09,-1.56942022388799,0.075,0.196,0.000773127548993656,"chrX-169978836-169979679","ExcitatoryNeuronsCA3",0,"Down"
"211","CA1_CA3","Asap2","24hrvs1hr_SAL",44,1.00150921999832e-14,-2.22249701470812,0.025,0.112,1.65822886082781e-09,"chr12-20920695-20921571","ExcitatoryNeuronsCA1",68887,"Down"
"212","CA1_CA3","Asap2","24hrvs1hr_SAL",123,4.19941930450418e-10,-2.453917087419,0.026,0.132,6.95310452504671e-05,"chr12-20920695-20921571","ExcitatoryNeuronsCA3",68887,"Down"
"213","CA1_CA3","Gm36264","24hrvs1hr_SAL",45,1.18330757410534e-12,0.508526628688531,0.623,0.467,1.95923784967344e-07,"chr13-9011377-9012251","ExcitatoryNeuronsCA1",0,"Up"
"214","CA1_CA3","Gm36264","24hrvs1hr_SAL",133,2.2445178431549e-07,0.533328386480471,0.614,0.479,0.0371631552844686,"chr13-9011377-9012251","ExcitatoryNeuronsCA3",0,"Up"
"215","CA1_CA3","Tmem267","24hrvs1hr_SAL",46,5.3116202858972e-11,-1.32864886323547,0.068,0.16,8.79460905596857e-06,"chr13-119601268-119602007","ExcitatoryNeuronsCA1",0,"Down"
"216","CA1_CA3","Tmem267","24hrvs1hr_SAL",122,1.41678229063342e-11,-1.96686952191641,0.056,0.194,2.34580894207048e-06,"chr13-119601268-119602007","ExcitatoryNeuronsCA3",0,"Down"
"217","CA1_CA3","Gm26917","24hrvs1hr_SAL",53,3.65177909756489e-08,0.260592421358861,0.856,0.773,0.00604636020521111,"chr17-39842868-39843778","ExcitatoryNeuronsCA1",0,"Up"
"218","CA1_CA3","Gm26917","24hrvs1hr_SAL",126,9.16683581222815e-09,0.446173170851712,0.852,0.723,0.00151778050593805,"chr17-39845560-39846509","ExcitatoryNeuronsCA3",0,"Up"
"219","CA1_CA3","Gm26917","24hrvs1hr_SAL",131,1.59834371683471e-07,0.416482939769621,0.8,0.687,0.0264642564227473,"chr17-39842868-39843778","ExcitatoryNeuronsCA3",0,"Up"
"220","CA3","1700023F02Rik","24hrvs1hr_SAL",127,1.57600083017049e-08,1.72241955901394,0.165,0.05,0.00260943185453818,"chr10-66369693-66370744","ExcitatoryNeuronsCA3",115469,"Up"
"221","CA3","Hmgcs1","24hrvs1hr_SAL",128,2.30788464962339e-08,0.721284139682623,0.508,0.327,0.00382123385092094,"chr13-119689848-119690734","ExcitatoryNeuronsCA3",0,"Up"
"222","CA3","4930440I19Rik","24hrvs1hr_SAL",129,4.05311878568272e-08,0.456343605827318,0.704,0.585,0.00671087036701845,"chr2-78003922-78004922","ExcitatoryNeuronsCA3",46254,"Up"
"223","CA3","AY036118","24hrvs1hr_SAL",130,9.82028094510115e-08,0.466422906727156,0.776,0.635,0.0162597337692323,"chr17-39848011-39848946","ExcitatoryNeuronsCA3",0,"Up"
"224","CA3","Neo1","24hrvs1hr_SAL",132,2.17018997570079e-07,0.742217986953331,0.428,0.265,0.0359324864846707,"chr9-59036086-59037005","ExcitatoryNeuronsCA3",0,"Up"
"225","CA1","Poc5","24hrvs1hr_SAL",47,7.60520754360326e-11,1.45152084849395,0.144,0.053,1.25921702861702e-05,"chr13-96405227-96406196","ExcitatoryNeuronsCA1",0,"Up"
"226","CA1","Gm47283","24hrvs1hr_SAL",48,8.49992428266393e-10,-0.79222206158234,0.195,0.289,0.000140735796325351,"chrY-90808457-90809298","ExcitatoryNeuronsCA1",0,"Down"
"227","CA1","Gm13807","24hrvs1hr_SAL",49,1.05919168506116e-09,1.73279884170277,0.101,0.029,0.000175373544870632,"chr2-93399619-93400621","ExcitatoryNeuronsCA1",2925,"Up"
"228","CA1","2700054A10Rik","24hrvs1hr_SAL",50,2.901226149082e-09,-2.88082473071932,0.007,0.05,0.000480364717181953,"chr17-13481297-13482153","ExcitatoryNeuronsCA1",399,"Down"
"229","CA1","Ssx2ip","24hrvs1hr_SAL",52,1.95549448306689e-08,1.32332579124455,0.124,0.049,0.00323777088044834,"chr3-146412782-146413632","ExcitatoryNeuronsCA1",0,"Up"
"230","CA1","Nphp3","24hrvs1hr_SAL",54,3.73060136913423e-08,0.458541479581795,0.513,0.395,0.00617686860491662,"chr9-104002035-104003070","ExcitatoryNeuronsCA1",0,"Up"
"231","CA1","Prps1l1","24hrvs1hr_SAL",56,7.75917071367017e-08,1.62280745556711,0.087,0.027,0.0128470917257451,"chr12-35015774-35016694","ExcitatoryNeuronsCA1",29337,"Up"
"232","CA1","Ppm1l","24hrvs1hr_SAL",57,9.60005418853856e-08,1.01405970924361,0.168,0.079,0.0158950977215889,"chr3-69494231-69495034","ExcitatoryNeuronsCA1",0,"Up"
"233","CA1","Vamp5","24hrvs1hr_SAL",58,1.18518095939076e-07,-1.06142487442717,0.076,0.15,0.0196233966989207,"chr6-72370847-72371781","ExcitatoryNeuronsCA1",0,"Down"
"234","CA1","Scn3b","24hrvs1hr_SAL",59,1.2311087932699e-07,0.617563975076211,0.343,0.217,0.0203838376228078,"chr9-40268801-40269719","ExcitatoryNeuronsCA1",0,"Up"
"235","CA1","Rad23b","24hrvs1hr_SAL",60,1.61625985615355e-07,0.410899107646167,0.555,0.424,0.0267608993162912,"chr4-55349433-55350337","ExcitatoryNeuronsCA1",0,"Up"
"236","CA1","Map4","24hrvs1hr_SAL",61,1.73248888013882e-07,0.484567047635736,0.459,0.327,0.0286853381351225,"chr9-109931189-109932112","ExcitatoryNeuronsCA1",0,"Up"
"237","CA1","Dynlt1b","24hrvs1hr_SAL",62,1.84979292010964e-07,0.98468559716809,0.17,0.083,0.0306275763161313,"chr17-6429681-6430598","ExcitatoryNeuronsCA1",0,"Up"
"238","CA1","5730507C01Rik","24hrvs1hr_SAL",63,2.05687209205979e-07,-1.70751275447928,0.024,0.072,0.0340562482898616,"chr12-18609649-18610526","ExcitatoryNeuronsCA1",74394,"Down"
"239","CA1","Arhgap17","24hrvs1hr_SAL",64,2.24559153807013e-07,1.22311647640846,0.12,0.051,0.0371809327732886,"chr7-123285838-123286627","ExcitatoryNeuronsCA1",0,"Up"
